index,Price
380,1523286
381,3795961
382,8317316
383,3277945
384,7448340
385,283062
386,2941992
387,4394539
388,6195929
389,5044505
390,903328
391,4162958
392,1143233
393,6568703
394,629525
395,276615
396,4481932
397,6765088
398,7574447
399,4701020
400,3799391
401,9029860
402,7106454
403,3712610
404,7131883
405,2264367
406,244356
407,8844220
408,8498043
409,1848014
410,7256720
411,2388627
412,6617963
413,6697519
414,864121
415,7168121
416,9658356
417,3602630
418,5798848
419,1207677
420,5838852
421,388790
422,5184921
423,9897444
424,3793305
425,4566271
426,4485536
427,1452695
428,1689228
429,1200567
430,7806358
431,149115
432,821747
433,5492023
434,6057515
435,6332753
436,5346880
437,1504330
438,351492
439,4135851
440,591072
441,1186880
442,2155723
443,2348988
444,9802701
445,3076242
446,4680081
447,2748790
448,3863024
449,4933177
450,8372841
451,3453597
452,8554561
453,2697480
454,4297571
455,6474201
456,6218900
457,3022097
458,257164
459,631831
460,3089475
461,3469720
462,4811075
463,7222313
464,6954500
465,2740328
466,9179703
467,9322335
468,7426434
469,9651536
470,5163778
471,4070001
472,170640
473,4222263
474,4694877
475,1455531
476,775510
477,3841196
478,7090102
479,2834296
480,6806024
481,998320
482,5881565
483,2107635
484,9715215
485,3364908
486,4360538
487,6586460
488,6297323
489,3721581
490,4346238
491,6063135
492,8914131
493,3699865
494,5482287
495,8090340
496,1139458
497,3872811
498,2417336
499,2863642
500,7789684
501,3888340
502,297775
503,2486488
504,887494
505,5951244
506,5432660
507,9689801
508,6937433
509,5183769
510,633636
511,4332406
512,2376360
513,4508249
514,4526219
515,9014438
516,1432397
517,7617836
518,9206824
519,6746705
520,5562810
521,9005921
522,7003836
523,9826290
524,6343669
525,1386643
526,8415390
527,6300646
528,7083896
529,8883148
530,5509861
531,5039003
532,6411326
533,5246386
534,8515398
535,548345
536,9237682
537,7927494
538,3785501
539,1979490
540,5084445
541,7039705
542,7102587
543,6842471
544,1554908
545,3419144
546,8793670
547,5906466
548,5844588
549,5404509
550,7768216
551,5049499
552,2487312
553,3793976
554,6162903
555,4508224
556,4135493
557,9914149
558,5803737
559,1971403
560,5847372
561,4948287
562,5758796
563,921052
564,2325300
565,1955567
566,1634837
567,3438442
568,5026203
569,523570
570,2473139
571,5321816
572,9346766
573,2214792
574,8541136
575,1973421
576,6650670
577,6181950
578,7025877
579,9905685
580,6067106
581,5218922
582,7277545
583,5222783
584,5628983
585,260775
586,7449369
587,2767867
588,6755623
589,7786841
590,7078737
591,1444027
592,4266500
593,7567048
594,9279875
595,7984479
596,597562
597,4678238
598,4137776
599,4110912
600,4611732
601,5662067
602,5337196
603,4985211
604,6226319
605,1700396
606,3411149
607,8611010
608,9655196
609,2596081
610,675278
611,5287480
612,1278049
613,3180201
614,7236029
615,3564442
616,9763340
617,3414692
618,4819607
619,6385088
620,1210389
621,8516320
622,4012942
623,8601424
624,7568810
625,1735156
626,8623838
627,5101045
628,4563418
629,9871802
630,4445760
631,7253768
632,3351298
633,4565150
634,8489012
635,7349903
636,4997590
637,6289573
638,1423483
639,1822320
640,2432517
641,3296340
642,8651881
643,5487408
644,5792493
645,8347752
646,1187341
647,6295200
648,4077266
649,5658956
650,3131756
651,943523
652,9034845
653,4140479
654,192193
655,1286887
656,8996761
657,3434817
658,2815514
659,2758571
660,4934357
661,7202173
662,4992472
663,581680
664,5265679
665,6280142
666,5387118
667,4200673
668,1634026
669,8804434
670,3567366
671,427359
672,417537
673,7053757
674,650222
675,5075026
676,7895134
677,2673619
678,2553752
679,9852741
680,7365760
681,1453038
682,8739483
683,4757693
684,4364694
685,807689
686,1396516
687,3563351
688,9753648
689,1954971
690,9138807
691,1949396
692,2791276
693,9117469
694,2626954
695,6649546
696,8107407
697,7485034
698,7163410
699,9150222
700,8101482
701,9155605
702,1172647
703,1731107
704,9517063
705,5206563
706,8334679
707,6563768
708,9794402
709,5706594
710,2050367
711,2010705
712,1701596
713,3891481
714,5223122
715,7857202
716,6448564
717,4250276
718,5823601
719,5454075
720,5379548
721,2482357
722,8004069
723,2345131
724,4346049
725,8580473
726,5555770
727,1172200
728,3006158
729,1322869
730,3225354
731,9918159
732,4882883
733,6601632
734,9402640
735,4082588
736,8183123
737,6260686
738,9406167
739,735605
740,7579821
741,4683897
742,9303739
743,7513718
744,167661
745,6959991
746,7685153
747,6014988
748,6658221
749,1407506
750,3001614
751,3066422
752,3808654
753,7415436
754,218033
755,9118873
756,5972354
757,1315502
758,9910404
759,2419049
760,6392518
761,7687768
762,3820464
763,2292614
764,870173
765,5742264
766,567010
767,1755016
768,4321038
769,9412483
770,8476430
771,3980993
772,2668103
773,8569872
774,8511883
775,6582532
776,5296467
777,6052793
778,9061343
779,2100609
780,9401434
781,2797143
782,9351130
783,9292300
784,9649765
785,1414532
786,521240
787,1044789
788,2313573
789,9014501
790,2355363
791,8475741
792,5156861
793,6536446
794,4248887
795,9695702
796,9157014
797,3768866
798,4712338
799,1133255
800,7182212
801,8302787
802,5089847
803,9029285
804,7743603
805,3194235
806,9660067
807,6086126
808,2959653
809,487952
810,1130117
811,2996818
812,2457821
813,9013742
814,5684263
815,344761
816,8486180
817,164323
818,1337715
819,8140979
820,1054480
821,6781134
822,954016
823,5447417
824,9353517
825,5909701
826,9539101
827,8771370
828,2983427
829,1516012
830,5852810
831,671650
832,4576576
833,8874533
834,2963793
835,5009047
836,6981289
837,7522212
838,3857974
839,8891689
840,7311179
841,8867500
842,4299591
843,5600545
844,8391923
845,3254240
846,9145310
847,7896324
848,8212074
849,2290222
850,2819269
851,7335574
852,5772354
853,5305597
854,5384958
855,886667
856,9842257
857,1812503
858,3709736
859,8160833
860,6738155
861,1484418
862,486594
863,2969760
864,1192501
865,5338331
866,8625631
867,1235964
868,9972232
869,2255748
870,4025282
871,973172
872,9010852
873,5755378
874,4973594
875,4163309
876,7041245
877,9551244
878,7917304
879,929735
880,7121862
881,8451245
882,5382591
883,7583058
884,2662469
885,3186176
886,6609590
887,5445854
888,7590200
889,4983680
890,3781262
891,4733078
892,2709089
893,2608749
894,1014228
895,1053959
896,8005477
897,3469538
898,445266
899,4637358
900,9596563
901,6967100
902,5375034
903,7653974
904,9903005
905,6197091
906,3277993
907,7805092
908,7683354
909,3231209
910,9712128
911,5913365
912,4157893
913,5791276
914,5497662
915,9928366
916,1905468
917,3527975
918,6456228
919,8614716
920,5625633
921,2180154
922,2344702
923,3477778
924,5835193
925,7826890
926,5997498
927,8457956
928,8304298
929,8876957
930,9551337
931,5943493
932,3486501
933,7495350
934,4688334
935,8564685
936,7268362
937,4427819
938,7384953
939,1355564
940,8614493
941,9030264
942,9159296
943,4524507
944,2892427
945,3457679
946,5848035
947,4490020
948,2781719
949,990695
950,938761
951,7467664
952,8988923
953,5452825
954,9788053
955,8987324
956,3421127
957,2659272
958,2376106
959,7060534
960,7474592
961,6675716
962,2102324
963,6362105
964,6771318
965,594592
966,3678226
967,6249031
968,2527540
969,1815630
970,418408
971,8956884
972,9000019
973,3217172
974,9372985
975,6404680
976,4335042
977,1998739
978,9717944
979,1117433
980,8204010
981,4761029
982,3778086
983,1681530
984,2187258
985,4956447
986,8469066
987,6957658
988,1096530
989,9259861
990,2701623
991,9866854
992,6331219
993,4208997
994,3464695
995,1145482
996,5886265
997,6008635
998,7587345
999,9783910
1000,670451
1001,8508424
1002,1067344
1003,2512149
1004,5498869
1005,3452252
1006,3832839
1007,9527504
1008,7122336
1009,5868927
1010,2978604
1011,4427858
1012,7533533
1013,8752831
1014,6084684
1015,2794287
1016,6611634
1017,4721056
1018,9076973
1019,803662
1020,1405585
1021,4192097
1022,2759440
1023,4043645
1024,4595013
1025,6194467
1026,9723424
1027,5617366
1028,3548678
1029,9615807
1030,5311593
1031,8470262
1032,4946769
1033,7549607
1034,4143064
1035,2702967
1036,3538550
1037,176218
1038,6978974
1039,870044
1040,5679079
1041,3285714
1042,1828096
1043,8836347
1044,8960935
1045,7767105
1046,2794946
1047,4329215
1048,2022135
1049,7121855
1050,1078039
1051,9388493
1052,9097354
1053,7452207
1054,599876
1055,2062165
1056,8085620
1057,711213
1058,868734
1059,7850575
1060,4341361
1061,5611174
1062,1939433
1063,6669632
1064,3772214
1065,2126580
1066,7329039
1067,7607324
1068,6302258
1069,4439235
1070,9980860
1071,3626737
1072,8890529
1073,2108960
1074,4555214
1075,8576563
1076,7018889
1077,3916446
1078,3476513
1079,2037878
1080,6293956
1081,1805215
1082,5537149
1083,7371476
1084,6529611
1085,3366402
1086,8221849
1087,8204789
1088,4208880
1089,5599593
1090,4361946
1091,190093
1092,1832465
1093,3273584
1094,2959244
1095,986040
1096,422918
1097,2345909
1098,216739
1099,9775193
1100,9268924
1101,9855461
1102,1114929
1103,2520564
1104,9968643
1105,8677064
1106,2753093
1107,3403457
1108,5988997
1109,7044121
1110,6338795
1111,4867348
1112,816756
1113,8539834
1114,6890968
1115,3851198
1116,7469434
1117,3238145
1118,1326476
1119,4284056
1120,9060820
1121,1600844
1122,9417776
1123,3543609
1124,8852084
1125,1500283
1126,6027613
1127,791757
1128,490719
1129,9638555
1130,6954453
1131,3437920
1132,3396050
1133,2218324
1134,6927299
1135,6347794
1136,8017596
1137,5002666
1138,976031
1139,6332739
1140,1370896
1141,1159622
1142,4522375
1143,478165
1144,9197270
1145,4231479
1146,9500725
1147,9133796
1148,515008
1149,1731993
1150,3451278
1151,2442035
1152,8078450
1153,5803394
1154,7340947
1155,2868362
1156,1270365
1157,9168026
1158,9603201
1159,9715560
1160,6031161
1161,6890593
1162,4951188
1163,2821864
1164,4047208
1165,7084720
1166,7833308
1167,3975754
1168,2804999
1169,5398217
1170,1424070
1171,7464386
1172,5887749
1173,1761793
1174,6676651
1175,6967218
1176,9104644
1177,7566027
1178,5087696
1179,528988
1180,4184752
1181,4474857
1182,3077590
1183,7699600
1184,6710734
1185,3397291
1186,4994287
1187,8054647
1188,2590706
1189,7642535
1190,9680510
1191,8147252
1192,5354224
1193,6315140
1194,3837973
1195,2302575
1196,6711653
1197,564071
1198,4481137
1199,5012216
1200,9264043
1201,7697626
1202,3598472
1203,8469689
1204,1664718
1205,5239743
1206,3913270
1207,4906425
1208,6709876
1209,2478837
1210,6223769
1211,1624102
1212,9152788
1213,2483366
1214,2135848
1215,5222930
1216,8693223
1217,6791409
1218,938003
1219,3533382
1220,8770178
1221,3495049
1222,166150
1223,8051632
1224,7529645
1225,6181687
1226,9048331
1227,2647500
1228,9488162
1229,4293060
1230,234055
1231,9164630
1232,9298550
1233,9184966
1234,1941648
1235,7232508
1236,6537845
1237,3928433
1238,2835264
1239,4548748
1240,7252747
1241,4237270
1242,4417922
1243,8947905
1244,7565373
1245,1120154
1246,8170924
1247,6943532
1248,5045169
1249,6833215
1250,8295810
1251,8004294
1252,7285197
1253,8271548
1254,6814301
1255,9358731
1256,8069693
1257,1959582
1258,7844064
1259,2229885
1260,4820642
1261,649239
1262,9045309
1263,5508753
1264,3147569
1265,9759072
1266,885332
1267,9256558
1268,8655080
1269,497710
1270,6603216
1271,4417048
1272,3288729
1273,4885956
1274,5205724
1275,5125764
1276,8096198
1277,1010775
1278,6054878
1279,6027997
1280,658924
1281,3981185
1282,5104998
1283,5266650
1284,5793075
1285,8209916
1286,5293278
1287,531413
1288,9841172
1289,4265100
1290,963561
1291,402186
1292,3307393
1293,5589464
1294,7556985
1295,6867528
1296,1126553
1297,9723810
1298,8633879
1299,3843797
1300,1614542
1301,6457718
1302,4280656
1303,8565506
1304,6946192
1305,8776924
1306,7447689
1307,1929553
1308,3141341
1309,1139504
1310,6766455
1311,7763589
1312,8018348
1313,5088023
1314,7735836
1315,7909006
1316,1775843
1317,8523309
1318,3329028
1319,7156993
1320,1821610
1321,2439767
1322,2714235
1323,591036
1324,8815912
1325,6146914
1326,2810241
1327,1242953
1328,4061352
1329,4078702
1330,8268984
1331,426916
1332,3697706
1333,4606554
1334,705409
1335,9562743
1336,6949486
1337,5150405
1338,8437735
1339,1825690
1340,3380772
1341,8297295
1342,5909041
1343,5187268
1344,6255579
1345,503119
1346,8312420
1347,502732
1348,606079
1349,2050013
1350,1232658
1351,2085209
1352,4422626
1353,756951
1354,8499911
1355,9698817
1356,3579591
1357,5303916
1358,6126988
1359,7526263
1360,2466610
1361,4280303
1362,9556807
1363,4784346
1364,558298
1365,1147343
1366,5819720
1367,8593836
1368,4720650
1369,1855692
1370,9372664
1371,1830228
1372,2046793
1373,1669123
1374,6215518
1375,7493979
1376,8537482
1377,1722572
1378,3320281
1379,2789784
1380,8275602
1381,809662
1382,6963382
1383,5421129
1384,8959060
1385,5772605
1386,2692670
1387,4910833
1388,6803459
1389,6517665
1390,542061
1391,3861675
1392,7515745
1393,8182655
1394,8977580
1395,9612602
1396,3181328
1397,5471112
1398,8651646
1399,7381505
1400,5224795
1401,5511263
1402,4063735
1403,9863180
1404,6593509
1405,9089138
1406,9566441
1407,8924031
1408,1292929
1409,8811998
1410,6655035
1411,4168316
1412,8167987
1413,1756671
1414,5781635
1415,6245265
1416,8627171
1417,883066
1418,4999856
1419,6340779
1420,4155957
1421,6717488
1422,697897
1423,4041237
1424,9261408
1425,2142999
1426,3759985
1427,2002897
1428,8119213
1429,3676511
1430,1263950
1431,649148
1432,2873707
1433,5168002
1434,2873939
1435,2035740
1436,3534955
1437,5036710
1438,5255872
1439,3277326
1440,1654510
1441,3863122
1442,4521590
1443,2634937
1444,912461
1445,4527036
1446,1818224
1447,2810626
1448,9412652
1449,8006166
1450,7410108
1451,9875260
1452,6540010
1453,8774163
1454,544191
1455,1602337
1456,3586669
1457,9409205
1458,3822946
1459,7164400
1460,9974813
1461,324695
1462,3541628
1463,9590452
1464,7652975
1465,8223236
1466,7861850
1467,9899314
1468,3440216
1469,3933284
1470,1947865
1471,7686725
1472,9408092
1473,4997954
1474,4117136
1475,444855
1476,5850283
1477,1174961
1478,4725678
1479,2477935
1480,1234106
1481,8396877
1482,2574968
1483,6266160
1484,5772540
1485,5744807
1486,6072558
1487,2542266
1488,4537677
1489,9707366
1490,5341218
1491,5250635
1492,5581140
1493,7314615
1494,8110643
1495,5081262
1496,4625208
1497,5390717
1498,618349
1499,2981990
1500,897968
1501,7992861
1502,8567691
1503,6311411
1504,2755971
1505,5709125
1506,2974299
1507,7439838
1508,7430292
1509,1904673
1510,3038199
1511,7694378
1512,9098604
1513,5009776
1514,9267121
1515,3403389
1516,8125407
1517,4454385
1518,8877198
1519,3251882
1520,3310016
1521,6837320
1522,2489383
1523,7096746
1524,264053
1525,6073544
1526,5382379
1527,9925144
1528,2642637
1529,8133951
1530,8207317
1531,4258549
1532,9834816
1533,4630889
1534,8511039
1535,9731739
1536,9135616
1537,9062049
1538,8384960
1539,2149949
1540,8488512
1541,1368300
1542,2047763
1543,7754502
1544,3982149
1545,4973062
1546,7145209
1547,8539469
1548,7778073
1549,4945710
1550,4100737
1551,9209609
1552,7358746
1553,1543717
1554,4509352
1555,5211142
1556,9694271
1557,8521928
1558,8815633
1559,7006571
1560,8852967
1561,1408507
1562,4166621
1563,9431795
1564,200734
1565,8646310
1566,2951274
1567,1325811
1568,9635695
1569,3181091
1570,3929049
1571,1968670
1572,7365406
1573,4913673
1574,4855469
1575,9421425
1576,7651989
1577,4435702
1578,8074411
1579,3062732
1580,2092825
1581,3932978
1582,6252941
1583,4215811
1584,9083212
1585,3274108
1586,2831638
1587,364500
1588,3076031
1589,9127890
1590,6612427
1591,3003633
1592,5811813
1593,2040369
1594,4048242
1595,8227125
1596,1317060
1597,1131519
1598,9277960
1599,4778714
1600,8209698
1601,1490281
1602,4041106
1603,2422466
1604,7878748
1605,8199932
1606,1951317
1607,2046830
1608,2714150
1609,7338987
1610,4760061
1611,2705214
1612,8023641
1613,2329180
1614,9484451
1615,4288891
1616,9114653
1617,4131419
1618,4595511
1619,1524945
1620,9880146
1621,2463999
1622,9209096
1623,4890691
1624,8907673
1625,4325889
1626,9952415
1627,3192195
1628,389102
1629,9825345
1630,9579413
1631,4543778
1632,8143756
1633,4262065
1634,360116
1635,6186368
1636,4314279
1637,1357949
1638,7637165
1639,3950241
1640,5638166
1641,488076
1642,4984797
1643,5640070
1644,6591878
1645,2060826
1646,2944664
1647,2713275
1648,1478369
1649,2190212
1650,5330852
1651,4271774
1652,252999
1653,4642923
1654,8549975
1655,9241923
1656,4700108
1657,2954190
1658,1384382
1659,7296042
1660,3953321
1661,2754837
1662,7784365
1663,1142377
1664,4677033
1665,6205931
1666,3357181
1667,5362696
1668,5254048
1669,1023780
1670,8461735
1671,2042811
1672,6607640
1673,398090
1674,8805956
1675,5525838
1676,9814891
1677,8580932
1678,2420688
1679,1905808
1680,9809175
1681,4320459
1682,4636119
1683,4115470
1684,4754798
1685,3722138
1686,1037841
1687,8161896
1688,2943940
1689,4032441
1690,1307068
1691,4464406
1692,8882882
1693,1486980
1694,1308052
1695,7600960
1696,3140267
1697,9785684
1698,1280887
1699,4539850
1700,7636765
1701,1996220
1702,3238744
1703,8635078
1704,7035774
1705,1467223
1706,9543754
1707,2528081
1708,4373445
1709,3284790
1710,6781935
1711,6789142
1712,9659047
1713,5090961
1714,3746804
1715,747296
1716,1649302
1717,3222951
1718,900101
1719,4200612
1720,5977845
1721,6114126
1722,5338561
1723,6439776
1724,9453526
1725,8985366
1726,8221757
1727,4742929
1728,8517233
1729,2933552
1730,7476519
1731,5801934
1732,1376647
1733,5516775
1734,8804813
1735,3145315
1736,3244480
1737,3670834
1738,4928761
1739,4040285
1740,6951803
1741,5842533
1742,7424222
1743,2727144
1744,2925896
1745,5036792
1746,4976872
1747,2839956
1748,2719980
1749,821384
1750,9008385
1751,7816220
1752,2987698
1753,2532593
1754,4131464
1755,3490742
1756,8645106
1757,7457804
1758,6233066
1759,2987296
1760,6629845
1761,2836582
1762,8056056
1763,1200500
1764,1676590
1765,5694176
1766,2061977
1767,7149926
1768,4132654
1769,764468
1770,6600242
1771,7999963
1772,7078140
1773,9368720
1774,3137099
1775,4928426
1776,8200706
1777,2142823
1778,1148173
1779,8479341
1780,9990633
1781,6679137
1782,2012584
1783,3877538
1784,325049
1785,9805799
1786,847419
1787,9568532
1788,5538684
1789,6130489
1790,5637803
1791,2480932
1792,1754753
1793,8893380
1794,671107
1795,2186213
1796,3458509
1797,2879499
1798,7413834
1799,9037492
1800,2099254
1801,5144842
1802,9476079
1803,4256532
1804,6692910
1805,5661112
1806,5482858
1807,5117650
1808,7288238
1809,8009699
1810,3717556
1811,358517
1812,9845741
1813,6528540
1814,805475
1815,9236621
1816,9740686
1817,4438843
1818,524226
1819,4217923
1820,5713201
1821,6403745
1822,798956
1823,3503096
1824,6378602
1825,9243558
1826,6243326
1827,275211
1828,7619817
1829,7512620
1830,4357950
1831,8754406
1832,6148055
1833,1983376
1834,3991113
1835,7120988
1836,8644291
1837,4830741
1838,5705126
1839,2006039
1840,1555465
1841,9482778
1842,311830
1843,5539381
1844,6087029
1845,6616616
1846,3429049
1847,4855976
1848,9010606
1849,6997673
1850,3846169
1851,6102296
1852,175388
1853,6910183
1854,1875767
1855,8083823
1856,8473296
1857,7567866
1858,5594339
1859,5977809
1860,6496567
1861,9986226
1862,8102619
1863,4121080
1864,7767857
1865,4528690
1866,5539433
1867,8989782
1868,2981777
1869,2848996
1870,295246
1871,3796176
1872,8999691
1873,1112384
1874,8243478
1875,966964
1876,8537712
1877,963663
1878,5883182
1879,7080571
1880,5434538
1881,6449449
1882,1306861
1883,3219612
1884,2991005
1885,5036600
1886,4836319
1887,357681
1888,8582626
1889,5729481
1890,2154780
1891,8091208
1892,4523408
1893,942186
1894,5452727
1895,9981901
1896,7216355
1897,7326585
1898,5638917
1899,1224905
1900,3205958
1901,5659277
1902,3358084
1903,8693059
1904,2080290
1905,503322
1906,4410796
1907,5281057
1908,7117403
1909,4177716
1910,7041447
1911,5137285
1912,2008802
1913,7434901
1914,1648075
1915,593948
1916,4268962
1917,6620645
1918,6789921
1919,8483190
1920,7328161
1921,880641
1922,4566134
1923,1654205
1924,6706963
1925,6751143
1926,2651331
1927,3227748
1928,9323644
1929,4101070
1930,7465624
1931,2983791
1932,3596605
1933,5048600
1934,6516438
1935,9794095
1936,5411499
1937,408623
1938,3747371
1939,3396903
1940,9679010
1941,6098223
1942,1247116
1943,3872763
1944,6578450
1945,410375
1946,2226453
1947,1371300
1948,5338631
1949,3942411
1950,6410208
1951,9504024
1952,6227764
1953,5959046
1954,6134207
1955,8040879
1956,3441861
1957,7459201
1958,2715804
1959,4412717
1960,2082243
1961,3513654
1962,6086417
1963,7963020
1964,3370209
1965,8704008
1966,7423988
1967,3424664
1968,8310880
1969,3694058
1970,4684258
1971,8217654
1972,4312377
1973,9733233
1974,333782
1975,7006117
1976,6212674
1977,4909109
1978,3835466
1979,1683246
1980,826331
1981,1894291
1982,6453385
1983,5052075
1984,3998606
1985,2978117
1986,4581617
1987,7474626
1988,5387913
1989,3833149
1990,5416741
1991,2904802
1992,4257263
1993,4588198
1994,9615406
1995,2833460
1996,7184609
1997,6316538
1998,4215362
1999,1352557
2000,1590687
2001,9411768
2002,4157025
2003,5372864
2004,3888963
2005,3974910
2006,3468045
2007,5285773
2008,4932691
2009,1068616
2010,4317733
2011,8014520
2012,9739564
2013,1590036
2014,2969729
2015,7685159
2016,7279156
2017,9554531
2018,9044718
2019,9452771
2020,8004428
2021,4302271
2022,4142879
2023,2422523
2024,9701869
2025,4846771
2026,8740145
2027,1856124
2028,941531
2029,964645
2030,1528127
2031,5230076
2032,8959690
2033,4354849
2034,7674587
2035,6615350
2036,8436900
2037,1715777
2038,3612664
2039,1073181
2040,1591633
2041,2161774
2042,2890358
2043,3960562
2044,7076610
2045,1865524
2046,1350632
2047,6310715
2048,8626086
2049,3343087
2050,1009711
2051,3811584
2052,7013283
2053,1719715
2054,2690310
2055,6414768
2056,9449220
2057,8424454
2058,8915995
2059,6826451
2060,8164220
2061,1644613
2062,1397638
2063,7234897
2064,7848670
2065,2530525
2066,7539103
2067,2556070
2068,8978234
2069,388859
2070,5108341
2071,4849766
2072,1646236
2073,9082913
2074,4357341
2075,3859834
2076,2727988
2077,5577093
2078,8692974
2079,602420
2080,5629046
2081,1779161
2082,9526807
2083,760902
2084,7662116
2085,1638112
2086,1826676
2087,9858681
2088,1785996
2089,3346417
2090,9191044
2091,1452144
2092,1651330
2093,1071248
2094,4757851
2095,6795306
2096,5478750
2097,2707411
2098,1793439
2099,1931094
2100,3537172
2101,9547933
2102,7019875
2103,6023361
2104,2063571
2105,5642511
2106,9085826
2107,3915144
2108,3536252
2109,917052
2110,7696585
2111,6369324
2112,1528080
2113,9590536
2114,2621279
2115,7603888
2116,6219848
2117,2826016
2118,1344289
2119,542939
2120,9540815
2121,3382972
2122,8792832
2123,4514473
2124,2811793
2125,2419124
2126,4023227
2127,2173290
2128,2618970
2129,3989877
2130,1827408
2131,2901742
2132,1155675
2133,6116854
2134,7536754
2135,1065188
2136,2261088
2137,8118006
2138,2420484
2139,4205223
2140,587510
2141,6454986
2142,7709964
2143,5895250
2144,4155447
2145,1773879
2146,1880752
2147,3393331
2148,3864455
2149,7353817
2150,4435518
2151,8891690
2152,8689747
2153,5322798
2154,4004722
2155,5315622
2156,6979771
2157,9696394
2158,8581209
2159,3275684
2160,729085
2161,6171845
2162,2618638
2163,703103
2164,2089968
2165,5403943
