index,Price
152,612666.6666666666
153,1223333.3333333333
154,1313333.3333333333
155,1045833.3333333334
156,1188666.6666666667
157,1292000.0
158,507666.6666666667
159,1140000.0
160,1358500.0
161,1340000.0
162,1496000.0
163,732000.0
164,1054166.6666666667
165,1225333.3333333333
166,758333.3333333334
167,1155666.6666666667
168,754166.6666666666
169,1461666.6666666667
170,1547500.0
171,451000.0
172,1072500.0
173,703833.3333333334
174,335333.3333333333
175,1675000.0
176,750000.0
177,341666.6666666667
178,678333.3333333334
179,1120666.6666666667
180,1305000.0
181,975000.0
182,912833.3333333334
183,609166.6666666666
184,1155666.6666666667
185,1013666.6666666666
186,1061666.6666666667
187,669000.0
188,386666.6666666667
189,644000.0
190,746333.3333333334
191,854333.3333333334
192,1205000.0
193,1108333.3333333333
194,766333.3333333334
195,1323666.6666666667
196,1670000.0
197,918333.3333333334
198,1020333.3333333334
199,815333.3333333334
200,958666.6666666666
201,1657500.0
202,879000.0
203,590166.6666666666
204,781166.6666666666
205,1853333.3333333333
206,1118333.3333333333
207,1134166.6666666667
208,754166.6666666666
209,1748333.3333333333
210,1126333.3333333333
211,688833.3333333334
212,1865666.6666666667
213,838333.3333333334
214,690000.0
215,718333.3333333334
216,500000.0
217,1040000.0
218,901833.3333333334
219,891833.3333333334
220,842000.0
221,2253666.6666666665
222,1685333.3333333333
223,1092000.0
224,605333.3333333334
225,754333.3333333334
226,1199000.0
227,1077666.6666666667
228,1083333.3333333333
229,431500.3333333333
230,545500.0
231,1097000.0
232,898333.3333333334
233,1561666.6666666667
234,874333.3333333334
235,1059333.3333333333
236,793333.3333333334
237,994000.0
238,2385000.0
239,1274000.0
240,1110000.0
241,1127666.6666666667
242,2003333.3333333333
243,1018500.0
244,1038666.6666666666
245,445333.3333333333
246,899000.0
247,1896666.6666666667
248,1010000.0
249,1790000.0
250,766666.6666666666
251,573333.3333333334
252,1010333.3333333334
253,1485000.0
254,1081666.6666666667
255,984333.3333333334
256,1438333.3333333333
257,854333.3333333334
258,762000.0
259,1083666.6666666667
260,456666.6666666667
261,1015666.6666666666
262,1172666.6666666667
263,1524000.0
264,1568333.3333333333
265,1376000.0
266,1315333.3333333333
267,1032333.3333333334
268,1555000.0
269,886666.6666666666
270,1583333.3333333333
271,1275333.3333333333
272,1413333.3333333333
273,1988333.3333333333
274,648333.3333333334
275,1432000.0
276,548333.3333333334
277,631333.3333333334
278,1363166.6666666667
279,800333.3333333334
280,795333.3333333334
281,514666.6666666667
282,1993333.3333333333
283,704333.3333333334
284,742000.0
285,1337000.0
286,545500.0
287,867666.6666666666
288,826000.0
289,889000.0
290,739333.3333333334
291,896666.6666666666
292,1037333.3333333334
293,1549333.3333333333
294,1428933.3333333333
295,972000.0
296,548333.3333333334
297,570666.6666666666
298,750666.6666666666
299,1123333.3333333333
300,1007333.3333333334
301,995000.0
302,1735000.0
303,1328333.3333333333
304,1993666.6666666667
305,787500.0
306,1174000.0
307,1355000.0
308,677000.0
309,650000.0
310,671666.6666666666
311,695166.6666666666
312,955166.6666666666
313,1915000.0
314,966666.6666666666
315,1095000.0
316,842000.0
317,2318333.3333333335
318,817666.6666666666
319,545500.0
320,733333.3333333334
321,1303333.3333333333
322,1505000.0
323,540166.6666666666
324,865666.6666666666
325,592666.6666666666
326,581666.6666666666
327,1477500.0
328,1770000.0
329,1342166.6666666667
330,867166.6666666666
331,1415333.3333333333
332,507500.0
333,2003333.3333333333
334,845000.0
335,604500.0
336,890000.0
337,1233000.0
338,905000.0
339,1337000.0
340,1218333.3333333333
341,545500.0
342,975000.0
343,1943333.3333333333
344,996666.6666666666
345,768333.3333333334
346,1230666.6666666667
347,1288333.3333333333
348,1141666.6666666667
349,530018.3333333334
350,1161666.6666666667
351,1398333.3333333333
352,934166.6666666666
353,1269333.3333333333
354,818333.3333333334
355,783250.0
356,663833.3333333334
357,1274000.0
358,1461666.6666666667
359,676000.0
360,469666.6666666667
361,526833.3333333334
362,1188333.3333333333
363,778500.0
364,739000.0
365,1128333.3333333333
366,814666.6666666666
367,502018.3333333333
368,1672666.6666666667
369,918333.3333333334
370,734000.0
371,2208333.3333333335
372,1492333.3333333333
373,1496666.6666666667
374,1070333.3333333333
375,956000.0
376,1831666.6666666667
377,412000.0
378,575333.3333333334
379,845666.6666666666
380,347333.3333333333
381,929333.3333333334
382,1220000.0
383,376666.6666666667
384,1150000.0
385,589666.6666666666
386,808000.0
387,890300.0
388,545500.0
389,475666.6666666667
390,850666.6666666666
391,475666.6666666667
392,3380000.0
393,1448000.0
394,847999.6666666666
395,1735333.3333333333
396,1281333.3333333333
397,497333.3333333333
398,975000.0
399,621666.6666666666
400,629500.0
401,782333.3333333334
402,1197000.0
403,532333.3333333334
404,612000.0
405,1322333.3333333333
406,1134333.3333333333
407,1662333.3333333333
408,928000.0
409,978333.3333333334
410,797999.6666666666
411,1725833.3333333333
412,1011333.3333333334
413,765666.6666666666
414,1413666.6666666667
415,1434000.0
416,1608333.3333333333
417,1220000.0
418,1933333.3333333333
419,1721833.3333333333
420,775833.3333333334
421,951782.3333333334
422,767000.0
423,549000.0
424,1243500.0
425,1443000.0
426,825000.0
427,1603600.0
428,881666.6666666666
429,450629.3333333333
430,943333.3333333334
431,920000.0
432,1757000.0
433,1915000.0
434,615000.0
435,1077000.0
436,1060000.0
437,890333.3333333334
438,1121666.6666666667
439,1355000.0
440,1068333.3333333333
441,622000.0
442,576333.3333333334
443,1185000.0
444,347333.3333333333
445,1063333.3333333333
446,611000.0
447,1052000.0
448,885433.3333333334
449,811666.6666666666
450,1143333.3333333333
451,1380000.0
452,1555000.0
453,883333.3333333334
454,795666.6666666666
455,971666.6666666666
456,858333.3333333334
457,781166.6666666666
458,673666.6666666666
459,955000.0
460,1012500.0
461,904166.6666666666
462,1246666.6666666667
463,746666.6666666666
464,519000.0
465,830000.0
466,1240000.0
467,537666.6666666666
468,994500.0
469,900000.0
470,676000.0
471,505666.6666666667
472,1488333.3333333333
473,587500.0
474,2052666.6666666667
475,1043333.3333333334
476,2462000.0
477,963666.6666666666
478,732333.3333333334
479,780000.0
480,612000.0
481,1355000.0
482,874333.3333333334
483,1009333.3333333334
484,347333.3333333333
485,1245000.0
486,615666.6666666666
487,580666.6666666666
488,514000.0
489,565416.6666666666
490,979333.3333333334
491,1348333.3333333333
492,1316333.3333333333
493,560500.0
494,726000.0
495,1010000.0
496,1481666.6666666667
497,675166.6666666666
498,545500.0
499,677333.3333333334
500,641666.6666666666
501,513666.6666666667
502,1803333.3333333333
503,437666.6666666667
504,825000.0
505,675000.0
506,1056666.6666666667
507,1350333.3333333333
508,1355000.0
509,1355000.0
510,594000.0
511,1370000.0
512,832000.0
513,950000.0
514,905333.3333333334
515,1542666.6666666667
516,947000.0
517,766333.3333333334
518,1313333.3333333333
519,2300000.0
520,948666.6666666666
521,880000.0
522,3075000.0
523,693000.0
524,901666.6666666666
525,755333.3333333334
526,1551833.3333333333
527,2286666.6666666665
528,435000.0
529,943333.3333333334
530,2645333.3333333335
531,1190000.0
532,1511666.6666666667
533,1355000.0
534,1010000.0
535,921666.6666666666
536,1068833.3333333333
537,1094333.3333333333
538,820000.0
539,347333.3333333333
540,1395000.0
541,1210000.0
542,1060666.6666666667
543,347333.3333333333
544,1493166.6666666667
545,833333.3333333334
546,1426333.3333333333
547,1218333.3333333333
548,853666.6666666666
549,680000.0
550,756666.6666666666
551,614166.6666666666
552,1158333.3333333333
553,1077000.0
554,1070666.6666666667
555,1637333.3333333333
556,1031666.6666666666
557,1468333.3333333333
558,1297333.3333333333
559,1743333.3333333333
560,588333.3333333334
561,1176666.6666666667
562,1126333.3333333333
563,1865000.0
564,679366.6666666666
565,823333.3333333334
566,1106666.6666666667
567,734666.6666666666
568,1113333.3333333333
569,1392000.0
570,1120666.6666666667
571,477666.6666666667
572,376666.6666666667
573,1494333.3333333333
574,1376666.6666666667
575,545500.0
576,890333.3333333334
577,1138666.6666666667
578,626666.6666666666
579,1453333.3333333333
580,1004666.6666666666
581,1071666.6666666667
582,1444166.6666666667
583,1018333.3333333334
584,923333.3333333334
585,476000.0
586,1228333.3333333333
587,1318333.3333333333
588,735833.3333333334
589,671666.6666666666
590,888583.3333333334
591,1026666.6666666666
592,1083666.6666666667
593,1500000.0
594,1055333.3333333333
595,1070000.0
596,675166.6666666666
597,905000.0
598,726333.3333333334
599,545500.0
600,740333.3333333334
601,2536666.6666666665
602,611833.3333333334
603,833333.3333333334
604,545500.0
605,1608333.3333333333
606,1440833.3333333333
607,614166.6666666666
608,1025166.6666666666
609,855000.0
610,426685.0
611,663000.0
612,1095000.0
613,1091666.6666666667
614,988333.3333333334
615,1467333.3333333333
616,634666.6666666666
617,835666.6666666666
618,963333.3333333334
619,780000.0
620,348333.3333333333
621,1560000.0
622,539000.0
623,545500.0
624,1010000.0
625,1635000.0
626,1071666.6666666667
627,1141666.6666666667
628,1956666.6666666667
629,1229666.6666666667
630,1001000.0
631,871500.0
632,1336500.0
633,961666.6666666666
634,913666.6666666666
635,1079333.3333333333
636,1432000.0
637,800000.0
638,866666.6666666666
639,893333.3333333334
640,712333.3333333334
641,545500.0
642,917000.0
643,1699333.3333333333
644,1427833.3333333333
645,2415000.0
646,397000.0
647,453333.3333333333
648,596166.6666666666
649,1191666.6666666667
650,1328666.6666666667
651,842666.6666666666
652,868666.6666666666
653,545500.0
654,1410000.0
655,587916.6666666666
656,853666.6666666666
657,619166.6666666666
658,839583.3333333334
659,1127500.0
660,1300000.0
661,695000.0
662,699500.0
663,1011666.6666666666
664,700666.6666666666
665,545500.0
666,347333.3333333333
667,933666.6666666666
668,714166.6666666666
669,926000.0
670,752666.6666666666
671,541366.6666666666
672,1221833.3333333333
673,697833.3333333334
674,545500.0
675,545666.6666666666
676,478250.0
677,1360000.0
678,437333.3333333333
679,1283666.6666666667
680,1030000.0
681,705000.0
682,971666.6666666666
683,508333.3333333333
684,608666.6666666666
685,1769333.3333333333
686,1075333.3333333333
687,890333.3333333334
688,1119666.6666666667
689,800333.3333333334
690,1385000.0
691,3656666.6666666665
692,865666.6666666666
693,1405000.0
694,928000.0
695,733000.0
696,500000.0
697,828000.0
698,744333.3333333334
699,3561000.0
700,817000.0
701,1018833.3333333334
702,2078333.3333333333
703,681333.3333333334
704,2324166.6666666665
705,1068833.3333333333
706,903000.0
707,876500.0
708,671666.6666666666
709,1958333.3333333333
710,1345000.0
711,1440000.0
712,1288333.3333333333
713,912166.6666666666
714,1031000.0
715,974500.0
716,632000.0
717,670666.6666666666
718,890333.3333333334
719,879333.3333333334
720,873333.3333333334
721,1335336.6666666667
722,1319500.0
723,560500.0
724,1236666.6666666667
725,297700.0
726,784166.6666666666
727,1645000.0
728,1046666.6666666666
729,1650000.0
730,673666.6666666666
731,1383333.3333333333
732,1032333.3333333334
733,545500.0
734,686666.6666666666
735,805666.6666666666
736,1608333.3333333333
737,1310333.3333333333
738,768333.3333333334
739,2276666.6666666665
740,1515666.6666666667
741,584166.6666666666
742,673666.6666666666
743,731333.3333333334
744,655833.3333333334
745,865666.6666666666
746,1628333.3333333333
747,1071666.6666666667
748,658333.3333333334
749,1434500.0
750,1140296.0
751,1510000.0
752,884333.3333333334
753,2350000.0
754,821666.6666666666
755,1494000.0
756,1088333.3333333333
757,803333.3333333334
758,347333.3333333333
759,916666.6666666666
760,1568333.3333333333
761,1008333.3333333334
762,626000.0
763,838333.3333333334
764,641666.6666666666
765,545500.0
766,923333.3333333334
767,1140994.0
768,1195000.0
769,1543333.3333333333
770,416666.6666666667
771,1468333.3333333333
772,1161000.0
773,955000.0
774,1449833.3333333333
775,955000.0
776,920666.6666666666
777,709333.3333333334
778,1390000.0
779,1335666.6666666667
780,864333.3333333334
781,398333.3333333333
782,2235666.6666666665
783,948666.6666666666
784,545500.0
785,545500.0
786,1510000.0
787,884166.6666666666
788,960166.6666666666
789,459000.0
790,689333.3333333334
791,800333.3333333334
792,1114666.6666666667
793,426666.6666666667
794,2155666.6666666665
795,1501666.6666666667
796,656000.0
797,1617500.0
798,1325000.0
799,527666.6666666666
800,1672666.6666666667
801,1753333.3333333333
802,1653000.0
803,677000.0
804,800000.0
805,631000.0
806,621000.0
807,2323333.3333333335
808,1686000.0
809,1955666.6666666667
810,1212500.0
811,1252333.3333333333
812,545500.0
813,553333.3333333334
814,1878333.3333333333
815,955000.0
816,1355000.0
817,1285000.0
818,1285333.3333333333
819,1493333.3333333333
820,2256666.6666666665
821,1151666.6666666667
822,1179833.3333333333
823,476000.0
824,1543333.3333333333
825,1699666.6666666667
826,955000.0
827,673333.3333333334
828,1005000.0
829,850000.0
830,680500.0
831,1051666.6666666667
832,791666.6666666666
833,1360000.0
834,845000.0
835,524000.0
836,445666.6666666667
837,711666.6666666666
838,1270000.0
839,1010833.3333333334
840,1141666.6666666667
841,1411666.6666666667
842,1305000.0
843,1290000.0
844,823333.3333333334
845,1048333.3333333334
846,626000.0
847,1068333.3333333333
848,1121666.6666666667
849,1299000.0
850,1327000.0
851,1210000.0
852,675166.6666666666
853,886000.0
854,961666.6666666666
855,1448333.3333333333
856,846333.3333333334
857,1387333.3333333333
858,768333.3333333334
859,623333.3333333334
860,1228333.3333333333
861,2181666.6666666665
862,2486666.6666666665
863,1240000.0
864,1447500.0
865,431500.3333333333
866,1573666.6666666667
867,803000.0
868,1063333.3333333333
869,766333.3333333334
870,1118333.3333333333
871,1108500.0
872,1060000.0
873,1038000.0
874,1292000.0
875,1100000.0
876,1212000.0
877,763333.3333333334
878,614666.6666666666
879,1251666.6666666667
880,796666.6666666666
881,802833.3333333334
882,612000.0
883,445000.0
884,867666.6666666666
885,1162000.0
886,1213333.3333333333
887,1187333.3333333333
888,966333.3333333334
889,1265000.0
890,816666.6666666666
891,1043333.3333333334
892,1630000.0
893,585666.6666666666
894,1525666.6666666667
895,750666.6666666666
896,760333.3333333334
897,1121666.6666666667
898,818500.0
899,883333.3333333334
900,2129000.0
901,835666.6666666666
902,725000.0
903,989666.6666666666
904,1481666.6666666667
905,1861500.0
906,908666.6666666666
907,1312000.0
908,1053666.6666666667
909,475666.6666666667
910,619000.0
911,1680833.3333333333
912,689666.6666666666
913,2140000.0
914,940000.0
915,919666.6666666666
916,601000.0
917,545500.0
918,680000.0
919,860000.0
920,680333.3333333334
921,864166.6666666666
922,1501666.6666666667
923,677000.0
924,1374000.0
925,1672333.3333333333
926,761833.3333333334
927,976666.6666666666
928,2233333.3333333335
929,805333.3333333334
930,706666.6666666666
931,738000.0
932,563333.3333333334
933,1041333.3333333334
934,713333.3333333334
935,647666.6666666666
936,595000.0
937,1216333.3333333333
938,1432000.0
939,394000.0
940,497083.3333333333
941,729666.6666666666
942,1347333.3333333333
943,1878333.3333333333
944,1717000.0
945,1496000.0
946,1248333.3333333333
947,1841666.6666666667
948,985833.3333333334
949,719333.3333333334
950,1102666.6666666667
951,767111.6666666666
952,465018.3333333333
953,1750000.0
954,1228666.6666666667
955,616666.6666666666
956,966666.6666666666
957,1027333.3333333334
958,469833.3333333333
959,1118333.3333333333
960,984000.0
961,912000.0
962,787000.0
963,1120000.0
964,379833.3333333333
965,750000.0
966,2047000.0
967,1951333.3333333333
968,1177666.6666666667
969,896666.6666666666
970,545500.0
971,922666.6666666666
972,1052000.0
973,796666.6666666666
974,701333.3333333334
975,682333.3333333334
976,612333.3333333334
977,901000.0
978,545500.0
979,1003333.3333333334
980,1192666.6666666667
981,1158666.6666666667
982,826666.6666666666
983,1570000.0
984,664333.3333333334
985,1064000.0
986,870000.0
987,982000.0
988,835000.0
989,545500.0
990,1251666.6666666667
991,677000.0
992,1413333.3333333333
993,991666.6666666666
994,1181666.6666666667
995,2273666.6666666665
996,676666.6666666666
997,910333.3333333334
998,1265000.0
999,1162333.3333333333
1000,1538666.6666666667
1001,645000.0
1002,679666.6666666666
1003,1203000.0
1004,545500.0
1005,1976666.6666666667
1006,825833.3333333334
1007,594000.0
1008,1112000.0
1009,824000.0
1010,420166.6666666667
1011,825000.0
1012,732666.6666666666
1013,1483666.6666666667
1014,910333.3333333334
1015,893666.6666666666
1016,975000.0
1017,551666.6666666666
1018,800333.3333333334
1019,1641666.6666666667
1020,1316666.6666666667
1021,330333.3333333333
1022,685666.6666666666
1023,995000.0
1024,320666.6666666667
1025,1274333.3333333333
1026,719666.6666666666
1027,311666.6666666667
1028,805666.6666666666
1029,1500000.0
1030,795000.0
1031,2520000.0
1032,609333.3333333334
1033,678333.3333333334
1034,899000.0
1035,1161000.0
1036,1461666.6666666667
1037,1273333.3333333333
1038,596666.6666666666
1039,2375000.0
1040,1094333.3333333333
1041,998333.3333333334
1042,1160000.0
1043,384000.0
1044,451000.0
1045,848333.3333333334
1046,1673333.3333333333
1047,675166.6666666666
1048,1127333.3333333333
1049,1190000.0
1050,347333.3333333333
1051,833333.3333333334
1052,475000.0
1053,1145333.3333333333
1054,984066.6666666666
1055,889833.3333333334
1056,542666.6666666666
1057,1249000.0
1058,1032333.3333333334
1059,1110333.3333333333
1060,1680833.3333333333
1061,642166.6666666666
1062,519583.3333333333
1063,1131666.6666666667
1064,877333.3333333334
1065,1071666.6666666667
1066,849333.3333333334
1067,1440833.3333333333
1068,1323333.3333333333
1069,737500.0
1070,513333.3333333333
1071,445666.6666666667
1072,766666.6666666666
1073,495333.3333333333
1074,1265666.6666666667
1075,2143800.0
1076,1545333.3333333333
1077,1150000.0
1078,1807333.3333333333
1079,763000.0
1080,1115000.0
1081,879333.3333333334
1082,2120000.0
1083,1071666.6666666667
1084,624833.3333333334
1085,668666.6666666666
1086,1316666.6666666667
1087,3112333.3333333335
1088,1241000.0
1089,606666.6666666666
1090,1686000.0
1091,545500.0
1092,928333.3333333334
1093,1082000.0
1094,1161666.6666666667
1095,1206833.3333333333
1096,1494333.3333333333
1097,1290000.0
1098,1537000.0
1099,518666.6666666667
1100,1021500.0
1101,1265000.0
1102,955000.0
1103,638333.3333333334
1104,757666.6666666666
1105,892333.3333333334
1106,1253333.3333333333
1107,1694166.6666666667
1108,835000.0
1109,1329000.0
1110,1918333.3333333333
1111,600333.3333333334
1112,642000.0
1113,741666.6666666666
1114,1077000.0
1115,2307000.0
1116,823333.3333333334
1117,606666.6666666666
1118,1265000.0
1119,1280500.0
1120,1475666.6666666667
1121,595000.0
1122,545500.0
1123,545500.0
1124,862500.0
1125,1297000.0
1126,1017666.6666666666
1127,1125000.0
1128,1185000.0
1129,1191833.3333333333
1130,755000.0
1131,1543333.3333333333
1132,1507333.3333333333
1133,2089000.0
1134,807500.0
1135,1031000.0
1136,743333.3333333334
1137,774333.3333333334
1138,1471666.6666666667
1139,737500.0
1140,1240000.0
1141,680000.0
1142,967000.0
1143,1687500.0
1144,775166.6666666666
1145,952000.0
1146,548333.3333333334
1147,1038666.6666666666
1148,677000.0
1149,890000.0
1150,918333.3333333334
1151,1437000.0
1152,865333.3333333334
1153,1113333.3333333333
1154,3306666.6666666665
1155,1355000.0
1156,738000.0
1157,505000.0
1158,1045833.3333333334
1159,808333.3333333334
1160,1633333.3333333333
1161,564166.6666666666
1162,1315333.3333333333
1163,805166.6666666666
1164,1080000.0
1165,1124166.6666666667
1166,1437333.3333333333
1167,793500.0
1168,947000.0
1169,1130000.0
1170,986000.0
1171,1195666.6666666667
1172,1493333.3333333333
1173,1355000.0
1174,670000.0
1175,854333.3333333334
1176,1168333.3333333333
1177,797500.0
1178,873666.6666666666
1179,907666.6666666666
1180,600166.6666666666
1181,565000.0
1182,1786666.6666666667
1183,918333.3333333334
1184,1273333.3333333333
1185,1846666.6666666667
1186,1173000.0
1187,812333.3333333334
1188,726000.0
1189,671666.6666666666
1190,1431666.6666666667
1191,545500.0
1192,347333.3333333333
1193,961666.6666666666
1194,565416.6666666666
1195,1166666.6666666667
1196,1913333.3333333333
1197,1185166.6666666667
1198,1959000.0
1199,1008333.3333333334
1200,883333.3333333334
1201,1016666.6666666666
1202,1086000.0
1203,873333.3333333334
1204,763000.0
1205,984333.3333333334
1206,1328333.3333333333
1207,660000.0
1208,824167.0
1209,745500.0
1210,1208000.0
1211,1094333.3333333333
1212,1010000.0
1213,1956666.6666666667
1214,1485666.6666666667
1215,1224000.0
1216,938833.3333333334
1217,545500.0
1218,1614000.0
1219,835666.6666666666
1220,491000.0
1221,1585000.0
1222,1810000.0
1223,1243000.0
1224,1111000.0
1225,615000.0
1226,856666.6666666666
1227,765000.0
1228,1261666.6666666667
1229,545500.0
1230,1355000.0
1231,873666.6666666666
1232,1099666.6666666667
1233,973333.3333333334
1234,881666.6666666666
1235,864000.0
1236,544500.0
1237,1143333.3333333333
1238,532666.6666666666
1239,2391500.0
1240,901666.6666666666
1241,723666.6666666666
1242,689333.3333333334
1243,652000.0
1244,516000.0
1245,1153333.3333333333
1246,1761666.6666666667
1247,1797000.0
1248,531766.6666666666
1249,1970000.0
1250,830583.3333333334
1251,1513666.6666666667
1252,923333.3333333334
1253,611833.3333333334
1254,636666.6666666666
1255,1241666.6666666667
1256,512666.6666666667
1257,1334000.0
1258,931666.6666666666
1259,360666.6666666667
1260,881666.6666666666
1261,1215000.0
1262,1205000.0
1263,1393666.6666666667
1264,666000.0
1265,1387500.0
1266,1282333.3333333333
1267,932333.3333333334
1268,1185000.0
1269,1215000.0
1270,842000.0
1271,1535333.3333333333
1272,1620666.6666666667
1273,1127333.3333333333
1274,874333.3333333334
1275,1185000.0
1276,3230000.0
1277,1547333.3333333333
1278,1574000.0
1279,1084333.3333333333
1280,1260000.0
1281,1366666.6666666667
1282,821666.6666666666
1283,1389500.0
1284,991666.6666666666
1285,1331666.6666666667
1286,744333.3333333334
1287,1197333.3333333333
1288,1621666.6666666667
1289,1095000.0
1290,868666.6666666666
1291,1313333.3333333333
1292,775000.0
1293,1090000.0
1294,1377666.6666666667
1295,1158666.6666666667
1296,374000.0
1297,998333.3333333334
1298,566500.0
1299,1783666.6666666667
1300,545500.0
1301,1408333.3333333333
1302,2744333.3333333335
1303,1768333.3333333333
1304,2403333.3333333335
1305,1534000.0
1306,464333.3333333333
1307,564666.6666666666
1308,1086666.6666666667
1309,1230333.3333333333
1310,1168333.3333333333
1311,1260000.0
1312,2011666.6666666667
1313,1252733.3333333333
1314,876666.6666666666
1315,512333.3333333333
1316,1595166.6666666667
1317,545500.0
1318,696833.3333333334
1319,500500.0
1320,573333.3333333334
1321,1978000.0
1322,520000.0
1323,770833.3333333334
1324,966666.6666666666
1325,1327000.0
1326,531766.6666666666
1327,845666.6666666666
1328,1347000.0
1329,2090000.0
1330,1390000.0
1331,655833.3333333334
1332,1310000.0
1333,913666.6666666666
1334,411333.3333333333
1335,1070666.6666666667
1336,1862000.0
1337,950000.0
1338,1517333.3333333333
1339,894166.6666666666
1340,770333.3333333334
1341,1252733.3333333333
1342,557500.0
1343,1145000.0
1344,879333.3333333334
1345,800333.3333333334
1346,1177003.3333333333
1347,1775000.0
1348,1773333.3333333333
1349,934333.3333333334
1350,1886666.6666666667
1351,1868666.6666666667
1352,415333.3333333333
1353,553333.3333333334
1354,827666.6666666666
1355,1290000.0
1356,842333.3333333334
1357,766666.6666666666
1358,1556666.6666666667
1359,545500.0
1360,1380000.0
1361,1471666.6666666667
1362,532666.6666666666
1363,1045000.0
1364,930000.0
1365,699500.0
1366,603333.3333333334
1367,1181666.6666666667
1368,2803333.3333333335
1369,1893333.3333333333
1370,984333.3333333334
1371,1038333.3333333334
1372,1808666.6666666667
1373,921666.6666666666
1374,320333.3333333333
1375,1098000.0
1376,537114.6666666666
1377,1342000.0
1378,1445333.3333333333
1379,676000.0
1380,518500.0
1381,803000.0
1382,695333.3333333334
1383,1113666.6666666667
1384,520000.0
1385,847666.6666666666
1386,971666.6666666666
1387,1900000.0
1388,935666.6666666666
1389,796666.6666666666
1390,431500.3333333333
1391,903333.3333333334
1392,1609333.3333333333
1393,998333.3333333334
1394,1131333.3333333333
1395,512500.0
1396,1527666.6666666667
1397,513333.3333333333
1398,1270833.3333333333
1399,553333.3333333334
1400,663000.0
1401,780000.0
1402,1185166.6666666667
1403,1275000.0
1404,798333.3333333334
1405,689333.3333333334
1406,511000.0
1407,1049000.0
1408,935000.0
1409,1202333.3333333333
1410,1556666.6666666667
1411,738333.3333333334
1412,978333.3333333334
1413,843666.6666666666
1414,1583333.3333333333
1415,1631000.0
1416,1661333.3333333333
1417,653333.3333333334
1418,1573333.3333333333
1419,1501333.3333333333
1420,748000.0
1421,1539333.3333333333
1422,2620000.0
1423,809833.3333333334
1424,683333.3333333334
1425,890000.0
1426,1238666.6666666667
1427,973000.0
1428,2584333.3333333335
1429,1463333.3333333333
1430,1546666.6666666667
1431,849000.0
1432,2442500.0
1433,1126000.0
1434,1380000.0
1435,896666.6666666666
1436,976666.6666666666
1437,1610000.0
1438,889000.0
1439,2228500.0
1440,464333.3333333333
1441,820666.6666666666
1442,926333.3333333334
1443,707333.3333333334
1444,495333.3333333333
1445,486666.6666666667
1446,1948333.3333333333
